,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
377,Residency,PGY1,Pharmacy,,,Community Hospital,,"LVHN’s PGY1 pharmacy residency program prepares pharmacists for clinical or teaching positions, or for postgraduate year two (PGY2) training in a community hospital setting. Required experiences include orientation, administration, critical care (trauma), infectious diseases, internal medicine and pediatrics. Residents choose three elective learning experiences including but not limited to cardiology/anticoagulation, emergency medicine, oncology, pediatric critical care, pediatric oncology/infectious diseases, and solid organ transplant. Longitudinal experiences are incorporated throughout the year including ambulatory care, clinical staffing, formulary management, drug shortage facilitation, presentation skills, research and a teaching certificate program.",,,Kristin Wheatley,Lehigh Valley Health Network,1,"June 26, 2023","$51,000.00",4,,Northeast,,20,http://www.lvhn.org/research_and_education/residents/residency_programs/pharmacy_residency,,,"Kristin WheatleyLehigh Valley Health Network1200 S Cedar Crest BlvdAllentown, PA 181036104028340 (Phone)kristin_m.held@lvhn.org","Kristin WheatleyLehigh Valley Health Network1200 S Cedar Crest BlvdAllentown, PA 181036104028340 (Phone)kristin_m.held@lvhn.org",W-6100,"August 30, 2022"
378,Residency,PGY1,Pharmacy,,,Academic Health System,,"Pennsylvania hospital is part of one of the most highly esteemed health systems in the country. Penn Medicine has been awarded several national healthcare quality awards and we seek employees who are engaged and excited by our mission of continued service, excellence and on-going professional development. As the first hospital in the country, Pennsylvania Hospital has invented, and continues to reinvent, hospital practice as we know it. Pennsylvania Hospital is a 474-bed acute care facility that provides a full range of diagnostic and therapeutic medical services and functions as a major teaching and clinical research institution.  The hospital was founded in 1751 by Benjamin Franklin and Dr. Thomas Bond to care for the “sick-poor and insane of Philadelphia.”",,,Yogini Patel,Pennsylvania Hospital,1,"June 27, 2022","$50,000.00",6,,Northeast,,24,https://www.pennmedicine.org/for-health-care-professionals/fellowship-and-residency-programs/pennsylvania-hospital-programs/residency-programs/pennsylvania-hospital-pharmacy-residency,,,"Yogini PatelPennsylvania Hospital800 Spruce StreetPhiladelphia, PA 19107215-829-8673 (Phone)yogini.patel@pennmedicine.upenn.edu","Yogini PatelPennsylvania Hospital800 Spruce StreetPhiladelphia, PA 19107215-829-8673 (Phone)yogini.patel@pennmedicine.upenn.edu",W-6137,"July 28, 2022"
379,Residency,PGY1,Pharmacy,,,Academic Health System,,"Geisinger Wyoming Valley is part of an integrated healthcare system. Our program offers a variety of experiences that allow residents to develop into competent, innovative practitioners who have the ability to provide comprehensive, patient-centered pharmaceutical care. Core experiences include Orientation, Advanced Internal Medicine, Cardiology, Critical Care, Internal Medicine, Infectious Disease, Medication Therapy Disease Management, and Pharmacy Administration. Elective experiences include Ambulatory Care, Emergency Medicine, Hematology/Oncology, Leadership, Medical Missions, Pediatrics, Precepting, and other opportunities depending on the resident's interests. Precepting and Learning Certificate program offered in conjunction with Wilkes University. Experiences are designed to meet the aspirations of the individual resident.",,,Sarah Siemion,Geisinger Wyoming Valley Medical Center,1,"June 19, 2023","$47,476.00",3,1,Northeast,,48,https://www.geisinger.edu/education/residencies-fellowships/residencies/gwv-pharmacy-residency,,,"Sarah SiemionGeisinger Wyoming Valley Medical Center1000 E Mountain BlvdM.C. 34-06Wilkes-Barre, PA 18711(570) 808-7073 (Phone)sasiemion@geisinger.edu","Sarah SiemionGeisinger Wyoming Valley Medical Center1000 E Mountain BlvdM.C. 34-06Wilkes-Barre, PA 18711(570) 808-7073 (Phone)sasiemion@geisinger.edu",W-6456,"August 18, 2022"
380,Residency,PGY1,Pharmacy,,,Other,,"The PGY1 residency provides an integrated experience in acute care, ambulatory care, drug information, and practice management. Core experiences include ambulatory care, infectious disease, critical care, internal medicine/cardiology, mental health, and anticoagulation.  Elective experiences include hepatitis C, cardiology, heme/onc, transplant, geriatrics and more. Teaching opportunities and teaching certificate are available  in affiliation with Duquesne University. Each resident must be licensed within 90 days of residency start, complete and present a residency project,  present an ACPE accredited seminar, meet rotation requirements, & complete residency goals & objectives (80%) to obtain a certificate. Benefits: Health and life insurance. Thirteen days of paid vacation and sick leave. 11 paid federal holidays. 
",,,"Lauren Carradine, PharmD, BCPS",VA Pittsburgh Healthcare System,1,"June 20, 2022","$42,984.00",3,,,,24,,,,"Lauren Carradine, PharmD, BCPSVA Pittsburgh Healthcare SystemUniversity Dr. CPharmacy Service 132M-UPittsburgh, PA 15240(412) 822-2011 (Phone)lauren.carradine@va.gov","Lauren Carradine, PharmD, BCPSVA Pittsburgh Healthcare SystemUniversity Dr. CPharmacy Service 132M-UPittsburgh, PA 15240(412) 822-2011 (Phone)lauren.carradine@va.gov",W-4567,"August 02, 2021"
381,Residency,PGY1,Pharmacy,,,Academic Health System,,"University of Pittsburgh Medical Center Presbyterian is the practice site for this PGY1 residency.  The integration of resources at the University of Pittsburgh School of Pharmacy and UPMC offers a challenging and flexible program where motivated residents ensure the application of safe and effective evidence-based medicine practices to patients. Rotations are available in internal medicine, ambulatory care, critical care, solid organ transplantation, oncology, nutrition, infectious diseases, and drug information.  Residents will design a research project, develop and implement drug use initiatives, serve on multidisciplinary committees, participate in journal club and seminar, and precept students.",,,"Heather Johnson, PharmD, BCPS",University of Pittsburgh Medical Center,1,"July 01, 2022","$47,860.00",4,16,Northeast,,40,http://www.pharmacy.pitt.edu/programs/residency/upmc_presby.php,,,"Heather Johnson, PharmD, BCPSUniversity of Pittsburgh Medical Center200 Lothrop Street, PFG 01-01-01Pittsburgh, PA 15213412-864-3777 (Phone)johnsonhj@upmc.edu","Heather Johnson, PharmD, BCPSUniversity of Pittsburgh Medical Center200 Lothrop Street, PFG 01-01-01Pittsburgh, PA 15213412-864-3777 (Phone)johnsonhj@upmc.edu",W-4953,"August 16, 2021"
382,Residency,PGY1,Pharmacy,,,Community Hospital,,"WellSpan York Hospital's PGY1 Residency Program offers progressive practice experiences. Pharmacy services include 24-hour automated, computerized drug distribution, featuring unit-dose, IV admixture, CPOE, barcode technology, medication carousels and automated dispensing cabinets. We also offer a renal dosing program, pharmacokinetic dosing service, drug therapy monitoring and specialized clinical consult services including anticoagulation, nutrition support and pain management.

The purpose of the PGY1 Pharmacy Residency Program at WellSpan York Hospital is to build on Doctor of Pharmacy education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification, and eligible for PGY2 pharmacy residency training.",,,"Alison Sabados, Pharm.D., BCCCP",WellSpan York Hospital,1,"June 26, 2023","$64,181.00",3,1,Northeast,,36,https://www.wellspanmedicaleducation.org/residency-programs/pharmacy,,,"Alison Sabados, Pharm.D., BCCCPWellSpan York Hospital1001 South George StreetYork, PA 17405717-812-5394 (Phone)asabados@wellspan.org","Alison Sabados, Pharm.D., BCCCPWellSpan York Hospital1001 South George StreetYork, PA 17405717-812-5394 (Phone)asabados@wellspan.org",W-5536,"July 18, 2022"
383,Residency,PGY1,Pharmacy,,,,,"UPMC Shadyside is a large academic tertiary care teaching hospital with a variety of unique learning experiences. See our website for details.

Required Experiences:
-Inpatient rounding service (family medicine) 
-Decentralized clinic services (Unit-based Pharmacy)
-Outpatient primary care (family or internal medicine)
-Practice management
-Infectious diseases
-Research 
-Longitudinal teaching*

On-site electives: Emergency Medicine, Geriatrics, Longitudinal Family Health Center (6 months of outpatient clinic), Nutrition, Oncology, International Primary Care (Honduras). 
(+Many, many others in the system.)

*Optional Mastery of Teaching Program via University of Pittsburgh is also available. 

Match Number: 132213
In PhORCAS: UPMC Presbyterian Shadyside (Shadyside Campus)
            Residency listing 1322",,,"Michele F. Hebda, PharmD, BCPS",UPMC Shadyside,1,"July 01, 2020","$47,860.00",2,,,,,http://pharmacy.pitt.edu/programs/residency/upmc_shadyside.php,,,"Michele F. Hebda, PharmD, BCPSUPMC ShadysideUPMC Shadyside5230 Centre AvenuePittsburgh, PA 15232412-623-4914 (Phone)hebdamf2@upmc.edu","Michele F. Hebda, PharmD, BCPSUPMC ShadysideUPMC Shadyside5230 Centre AvenuePittsburgh, PA 15232412-623-4914 (Phone)hebdamf2@upmc.edu",W-5831,"October 25, 2021"
384,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY1 Pharmacy Ambulatory Focused residency program is conducted within a tertiary medical center that is expanding ambulatory and outpatient pharmacy services. Experiences in providing clinical pharmacy services occur through longitudinal rotations in the outpatient pharmacy and anticoagulation clinic with focused ambulatory rotations in internal medicine, heart failure, urgent care, outpatient oncology, transitions of care, drug information and three elective rotations. The program is structured around the core experiences but allows residents to customize experiences according to interests and anticipated career directions. Participation in research, quality improvement projects, formulary and practice guideline development, and various teaching programs are required. An elective teaching certificate program is offered.",,,Paula Horn,Allegheny General Hospital - Allegheny General Hospital,1,"June 20, 2022","$44,000.00",2,17,Northeast,36,24,https://www.ahn.org/health-care-professionals/education/allied-health/pharmacy/allegheny-general,,@AHNRxResidency,"Paula HornAllegheny General Hospital - Allegheny General Hospital320 E. North AvenuePittsburgh, PA 15212412-359-3865 (Phone)paula.horn@ahn.org","Paula HornAllegheny General Hospital - Allegheny General Hospital320 E. North AvenuePittsburgh, PA 15212412-359-3865 (Phone)paula.horn@ahn.org",W-7891,"July 23, 2021"
385,Residency,PGY1,Pharmacy,,,Academic Health System,,"Our residency offers customized residency education to successfully prepare clinical pharmacists to care for patients, innovate, lead, and improve the quality of care as well as the patient experience. Residents are immersed in a collaborative interprofessional culture where clinical pharmacists practice at the top of their license in acute care, ambulatory care, specialty pharmacy and research. Each individual resident’s curriculum is customized to facilitate achievement of their personal and professional goals. 

Our goal is to provide each resident an exceptional training experience to foster the development of their professional expertise and competence as a health system pharmacy practitioner. All of the pharmacists at Geisinger Medical Center are committed to delivering the highest quality of patient care and pharmacy education.",,,"Sara Gaines, PharmD, BCPS",Geisinger Medical Center,1,"June 19, 2023","$47,476.00",4,7,Northeast,,48,https://www.geisinger.edu/education/residencies-fellowships/residencies/gmc-pharmacy-residency,,,"Sara Gaines, PharmD, BCPSGeisinger Medical Center100 N Academy AveMC 21-11Danville, PA 17822570-214-1882 (Phone)slgaines@geisinger.edu","Sara Gaines, PharmD, BCPSGeisinger Medical Center100 N Academy AveMC 21-11Danville, PA 17822570-214-1882 (Phone)slgaines@geisinger.edu",W-7818,"August 16, 2022"
386,Residency,PGY1,Pharmacy,,,Academic Health System,,"The postgraduate year one (PGY1) program at UPMC St. Margaret is the first of a two-year Pharmacy Residency experience. The purpose of the PGY1 Residency is to train highly motivated, team-oriented pharmacy residents on advanced patient care skills, teaching techniques, and practice-based research methods, preparing them to be leaders of change in the medical/academic community. The PGY1 Pharmacy Residency, accredited by the American Society of Health-System Pharmacists, provides the resident with direct patient care experiences in a variety of settings throughout the year, allowing for mastery of the applications of pharmaceutical care principles to practice. The residency is nested within the physician residency and fellowship programs, resulting in extensive collaboration between physicians and pharmacy residents.",,,Michelle Hilty,UPMC St. Margaret,1,"June 19, 2020","$47,500.00",5,5,Northeast,,,http://stmargarets.familymedicine.pitt.edu/residencies/pharmacy/pgy-1-pharmacy-residency,,,"Michelle HiltyUPMC St. Margaret815 Freeport RdPittsburgh, PA 15215412-784-4227 (Phone)hiltyml@upmc.edu","Michelle HiltyUPMC St. Margaret815 Freeport RdPittsburgh, PA 15215412-784-4227 (Phone)hiltyml@upmc.edu",W-6952,"July 19, 2022"
387,Residency,PGY1,Pharmacy,,,Academic Health System,,"Guthrie, located in north central PA and south central NY, is a non-profit integrated health care system. Robert Packer Hospital, primary resident location, is a 267-bed tertiary care, level II trauma, teaching referral center.
This residency will provide opportunities for post-graduate pharmacists seeking professional growth beyond entry-level competence. Learning experiences focus on acute patient care in areas to include adult intensive care (medical and surgical), internal medicine, and infectious disease/antibiotic stewardship, with exposure to medication use policy, practice management and sterile product preparation. Other experiences available, guided by resident interest.
A program strength is interdisciplinary/specialty collaboration (including with IM, FM, Gen Surg, EM, Anesth Ortho residencies & Card,GI,Pulm/Crit fellowships).",,,"Karen S. Williams, Pharm.D., BCPS-AQ ID",Guthrie Robert Packer Hospital,1,"July 01, 2021","$52,150.00",3,,Northeast,,28,https://www.guthrie.org/pharmacy-residency,https://youtu.be/zeTQ0PAEm0c,@GPharmRes,"Karen S. Williams, Pharm.D., BCPS-AQ IDGuthrie Robert Packer HospitalPharmacy Department1 Guthrie SquareSayre, PA 18840570-887-5677 (Phone)Karen.Williams@guthrie.org","Karen S. Williams, Pharm.D., BCPS-AQ IDGuthrie Robert Packer HospitalPharmacy Department1 Guthrie SquareSayre, PA 18840570-887-5677 (Phone)Karen.Williams@guthrie.org",W-6805,"July 17, 2022"
388,Residency,PGY1,Pharmacy,,,Pediatric Hospital,,"UPMC Children's Hospital of Pittsburgh (CHP) is a 313 bed pediatric hospital.  The hospital serves the community as a level 1 trauma center, level 4 NICU, and is nationally recognized for their transplant program. It is ranked as one of the top 10 Best Children's Hospitals in addition to all 10 pediatric subspecialties by the US News & World Report.  

The pharmacy department provides 24/7 services operational and clinical services. There are currently pharmacy clinical specialists in pediatric critical care, pediatric cardiology, neonatal critical care, general pediatrics, pediatric oncology, pediatric BMT, pediatric solid organ transplant, and pediatric antimicrobial stewardship. 

Please visit our website to learn more about our residency program! ",,,"Jennifer R. Shenk, PharmD, BCPPS",UPMC Children's Hospital of Pittsburgh,1,"July 01, 2023","$47,860.00",1,,Northeast,,40,http://www.pharmacy.pitt.edu/Programs/Residency/childrens.php,,,"Jennifer R. Shenk, PharmD, BCPPSUPMC Children's Hospital of Pittsburgh4401 Penn AvePittsburgh, PA 15224(412) 692-3172 (Phone)Jennifer.shenk@chp.edu","Jennifer R. Shenk, PharmD, BCPPSUPMC Children's Hospital of Pittsburgh4401 Penn AvePittsburgh, PA 15224(412) 692-3172 (Phone)Jennifer.shenk@chp.edu",W-7172,"July 22, 2022"
389,Residency,PGY1,Pharmacy,,,Academic Health System,,"As a multi-site residency, the resident will have the opportunity to do core rotations at different hospitals, thus gaining a more varied learning experience.
Residency Special Features:   A comprehensive hospital residency program with emphasis on clinical services. The flexible program includes one-month rotations in critical care, internal medicine, emergency medicine, inpatient anticoagulation, infectious diseases, practice management, and elective options in oncology, BMT, burn, trauma, and neonatal intensive care. Each resident must complete a research project for successful completion of the program.",,,"Jenifer Blasinsky, Pharm.D.",Forbes and West Penn Hospitals,1,"June 19, 2023","$44,000.00",4,2,Northeast,,,https://www.ahn.org/education/residencies/pharmacy/forbes-and-west-penn,,@AHNRxResidency,"Jenifer Blasinsky, Pharm.D.Forbes and West Penn Hospitals4800 Friendship AvenuePittsburgh, PA 15224412-578-1653 (Phone)jenifer.blasinsky@ahn.org","Jenifer Blasinsky, Pharm.D.Forbes and West Penn Hospitals4800 Friendship AvenuePittsburgh, PA 15224412-578-1653 (Phone)jenifer.blasinsky@ahn.org",W-7407,"August 23, 2022"
390,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"Geisinger Clinic Northeast PGY-1 residency offers a variety of experiences that allow residents to develop into skilled practitioners with a primary focus in ambulatory care, customized to fit the personal and professional goals of the resident. Each resident will be expected to provide quality pharmaceutical care by implementing safe, efficacious, and cost-effective drug therapy for all patients. While working on a multidisciplinary team, the resident will work in partnership with all care team members utilizing a collaborative practice-based model. Chronic disease management services will be provided through face-to-face visits and telephonically. The resident will be encouraged to innovate, lead, and improve the quality of care for patients.  

",,,"Michael Anthony Kachmarsky PharmD, BCACP",Geisinger Mount Pleasant Clinic,1,"June 19, 2023",,2,,Northeast,,16,https://www.geisinger.edu/education/residencies-fellowships/residencies/pharmacy-ambulatory-care-northeast,,,"Michael Anthony Kachmarsky PharmD, BCACPGeisinger Mount Pleasant Clinic531 Mount Pleasant DriveScranton, PA 18503570-208-6269 (Phone)makachmarsky@geisinger.edu","Michael Anthony Kachmarsky PharmD, BCACPGeisinger Mount Pleasant Clinic531 Mount Pleasant DriveScranton, PA 18503570-208-6269 (Phone)makachmarsky@geisinger.edu",W-7364,"August 07, 2022"
391,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"Geisinger West Clinic PGY-1 residency offers a variety of experiences that allow residents to develop into competent, innovative practitioners. The program has a primary focus on longitudinal patient care in the ambulatory setting with core experiences in anticoagulation, chronic disease management, administration and management, chronic pain management, and cardiology.  Additional experiences of practice management, inpatient internal medicine, research, drug information, and leadership and precepting complete the core requirements.  Precepting experiences with pharmacy and interprofessional learners will also be included.  Elective experiences will be customized to meet the aspirations of the individual resident.",,,"Sarah Krahe-Dombrowski, PharmD, BCACP",Geisinger West Clinic,1,"June 19, 2023",,2,,Midwest,,,,,,"Sarah Krahe-Dombrowski, PharmD, BCACPGeisinger West Clinic200 Scenery DriveState  College, PA 16801866-248-1980 (Phone)skrahedombrowski@geisinger.edu","Sarah Krahe-Dombrowski, PharmD, BCACPGeisinger West Clinic200 Scenery DriveState  College, PA 16801866-248-1980 (Phone)skrahedombrowski@geisinger.edu",W-7424,"August 07, 2022"
392,Residency,PGY1,Pharmacy,,,Community Hospital,,"Please see our website for an overview of our program.  
Join us by MS Teams - the ink is below in the twitter handle section. ",,,Amanda Prusch,Lancaster General Hospital - Penn Medicine,1,"June 13, 2022","$51,000.00",3,1,Northeast,,36,https://www.lancastergeneralhealth.org/health-care-professionals/medical-education/office-of-academic-affairs/residency-opportunities/pgy1-pharmacy-practice-residency, https://youtu.be/2NpDxrgwpOc,https://teams.microsoft.com/l/meetup-join/19%3ameeting_YWM5ZTllYTMtNjRkMC00NmMxLTkxNTUtYjZlMTAxYTA0YThj%40thread.v2/0?context=%7b%22Tid%22%3a%2258e32bb7-141e-4bae-af01-f29f2a6613c2%22%2c%22Oid%22%3a%22c635b078-d49a-47e6-b46b-2f7fa57681e6%22%7d,"Amanda PruschLancaster General Hospital - Penn Medicine555 North Duke StreetLancaster, PA 17604717-544-5219 (Phone)amanda.prusch@pennmedicine.upenn.edu","Amanda PruschLancaster General Hospital - Penn Medicine555 North Duke StreetLancaster, PA 17604717-544-5219 (Phone)amanda.prusch@pennmedicine.upenn.edu",W-8125,"October 29, 2021"
393,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"Program is conducted within a tertiary medical center that is expanding in ambulatory care and outpatient pharmacy services. The flexible program includes required experiences in outpatient pharmacy, meds to beds program, internal medicine clinic, inpatient internal medicine, administration, diabetes clinic, and a 340B clinic. Elective rotations in several areas including outpatient oncology and autoimmunity are available. Participation in community outreach events, journal club, research, continuing education, and formulary review. A teaching certificate program is also available. Comprehensive benefits package including medical, dental, and prescription drug; 13 paid time off days, travel time with limited reimbursement, free parking are all included. ",,,David Jordan ,West Penn Hospital ,1,"June 20, 2022","$44,000.00",2,2,Northeast,,32,,,,"David Jordan West Penn Hospital 4800 Friendship AvenuePittsburgh, PA 15224412-578-1467 (Phone)david.jordan@ahn.org ","David Jordan West Penn Hospital 4800 Friendship AvenuePittsburgh, PA 15224412-578-1467 (Phone)david.jordan@ahn.org ",W-7926,"August 03, 2021"
394,Residency,PGY1,Pharmacy,,,Community Hospital,,"St. Mary Medical Center is a community teaching hospital and a Level II Trauma Center serving the Greater Bucks County area. St. Mary Medical Center is a part of Trinity Health Mid-Atlantic, the largest Catholic healthcare system serving the Greater Philadelphia area and is a part of Trinity Health of Livonia, Michigan, and sponsored by Catholic Health Ministries.

The 12-month PGY1 curriculum offers training opportunities in acute care, transitions of care, drug information, drug use policy development, clinical services, and practice leadership. Residents will gain the necessary experience and develop critical thinking skills needed to move forward in the dynamic world of pharmacy practice.",,,"Christopher Shaw, PharmD, BCPS, BCCCP",St. Mary Medical Center,1,"June 19, 2023","$50,000.00",2,,Northeast,,32,https://www.trinityhealthma.org/healthcare-professionals/gme/st-mary/pharmacy/,,,"Christopher Shaw, PharmD, BCPS, BCCCPSt. Mary Medical Center1201 Langhorne-Newtown RoadLanghorne, PA 190672157104874 (Phone)pharmacyresidency@stmaryhealthcare.org","Christopher Shaw, PharmD, BCPS, BCCCPSt. Mary Medical Center1201 Langhorne-Newtown RoadLanghorne, PA 190672157104874 (Phone)pharmacyresidency@stmaryhealthcare.org",W-8223,"July 18, 2022"
395,Residency,PGY1,Pharmacy,,,Academic Health System,,"Geisinger Lewistown Hospital is part of an integrated health care system located in a rural setting. Our residency program offers a variety of opportunities designed to prepare residents to be a confident clinical pharmacist or for a PGY2 residency program. Rotations occur in both acute care and ambulatory settings to provide residents with a comprehensive experience. Residents also have the opportunity to interact and collaborate with family medical residents and pharmacy students. Finally, the residents experience will be customized to reach their personal and professional goals. ",,,"Keturah Weaver Pharm D, BCPS ",Geisinger Lewistown Hospital ,1,"June 19, 2023","$47,476.00",2,,Northeast,,48,https://www.geisinger.edu/education/residencies-fellowships/residencies/lewistown-pharmacy-residency,,,"Keturah Weaver Pharm D, BCPS Geisinger Lewistown Hospital 400 Highland AveLewistown, PA 17044717-248-5431 ext 7122 (Phone)kweaver1@geisinger.edu","Keturah Weaver Pharm D, BCPS Geisinger Lewistown Hospital 400 Highland AveLewistown, PA 17044717-248-5431 ext 7122 (Phone)kweaver1@geisinger.edu",W-9453,"August 19, 2022"
396,Residency,PGY1,Pharmacy,,,Academic Health System,,"A flexible program designed to accommodate the needs of the resident within a dynamic health system pharmacy of experienced practitioners. Core rotations include: internal medicine, adult critical care (MICU, SICU or cardiac ICU), infectious diseases, acute pediatrics (or subspecialty if prior pediatric APPE: PICU, NICU, or hematology/oncology), longitudinal ambulatory care (anticoagulation clinic plus either solid organ transplantation, oncology, or primary care) and pharmacy management. Resident selects 4+ electives: emergency medicine, family medicine, solid organ transplant, cardiology, pediatric or adult oncology, critical care (including 4 adult and 2 pediatric ICUs), antimicrobial stewardship, and more. Adult code response and clinical on-call required. Teaching certificate available and plenty of student precepting opportunities!",,,Cory Hale,Penn State Health Milton S. Hershey Medical Center,1,"June 19, 2023","$48,650.00",6,2,Northeast,,,https://residency.med.psu.edu/programs/pharmacy-residency-hershey-pa/,,,"Cory HalePenn State Health Milton S. Hershey Medical Center500 University DriveHershey, PA 17033717-531-7728 (Phone)chale@pennstatehealth.psu.edu","Cory HalePenn State Health Milton S. Hershey Medical Center500 University DriveHershey, PA 17033717-531-7728 (Phone)chale@pennstatehealth.psu.edu",W-9462,"August 22, 2022"
397,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"This PGY1 Pharmacy Residency  is designed to develop skills in patient care, transitions of care, drug information, outpatient pharmacy operations and leadership, while learning in a supportive and collaborative environment. Many of the rotations are set in an ambulatory care-based practice setting, though there are also some hospital-based experiences, with an emphasis on transitions of care. The resident will provide direct patient care through involvement in outpatient clinics, selected inpatient and transitions of care services, patient counseling, and outpatient pharmacy staffing. The resident will also assist with precepting pharmacy students and have the option to complete a teaching certificate.",,,"Erica Greene, PharmD, BCPS",Saint Vincent Hospital,1,"June 19, 2023","$42,500.00",2,1,Northeast,,24,https://www.ahn.org/health-care-professionals/education/allied-health/pharmacy/saint-vincent,,,"Erica Greene, PharmD, BCPSSaint Vincent Hospital232 W. 25th StErie, PA 16544(814) 452-5481 (Phone)erica.greene@ahn.org","Erica Greene, PharmD, BCPSSaint Vincent Hospital232 W. 25th StErie, PA 16544(814) 452-5481 (Phone)erica.greene@ahn.org",W-9392,"August 11, 2022"
398,Residency,PGY1,Pharmacy,,,Community Hospital,,"The PGY1 Pharmacy Residency is designed to develop skills in acute patient care, drug information, hospital pharmacy operations and leadership, while learning in a collaborative environment involving pharmacy, nursing and medical staff. The pharmacy resident will provide patient care through staffing, patient counseling, rounding services, and pharmacy consultative services.  The resident will provide educational programs to pharmacy, nursing, medical staff and the community. The resident will also have involvement in quality improvement activities, medication distribution, automated medication delivery systems, use of electronic software, community service and administrative and regulatory activities. The resident will also assist with precepting pharmacy students and have the option to complete a teaching certificate.
",,,"Rebecca Nick-Dart, PharmD, BCPS",Saint Vincent Hospital,1,"June 19, 2023","$42,500.00",3,2,Northeast,,16,https://www.ahn.org/health-care-professionals/education/allied-health/pharmacy/saint-vincent,,,"Rebecca Nick-Dart, PharmD, BCPSSaint Vincent Hospital232 West 25th StreetErie, PA 16544814 4525837 (Phone)rebecca.nickdart@ahn.org","Rebecca Nick-Dart, PharmD, BCPSSaint Vincent Hospital232 West 25th StreetErie, PA 16544814 4525837 (Phone)rebecca.nickdart@ahn.org",W-9401,"August 14, 2022"
399,Residency,PGY1,Pharmacy,,,Community Hospital,,"Chester County Hospital (CCH) is a 329-licensed inpatient bed facility that opened in 1892 as a dispensary and joined the Penn Medicine health system in 2013. CCH offers a variety of medical specialties, such as emergency medicine, heart and vascular, oncology, pediatrics, and level III neonatal intensive care services via an association with The Children's Hospital of Philadelphia (CHOP) providers. Penn Medicine Chester County Hospital strives to be the leading provider of care in the region and a national model for quality, service excellence, and fiscal stewardship. The hospital focuses on five ICARE core values to successfully achieve this vision: innovation, collaboration, accountability, respect, and excellence.

Please visit our program website for details regarding the CCH PGY1 residency.",,,"Chelsea Zavilla, PharmD, BCPS, MPS",Penn Medicine Chester County Hospital,1,"June 26, 2023","$47,500.00",2,,Northeast,,28,http://www.chestercountyhospital.org/pharmacy-residency-program,,,"Chelsea Zavilla, PharmD, BCPS, MPSPenn Medicine Chester County Hospital701 East Marshall StreetWest Chester, PA 19380610-431-5199 (Phone)chelsea.zavilla@pennmedicine.upenn.edu","Chelsea Zavilla, PharmD, BCPS, MPSPenn Medicine Chester County Hospital701 East Marshall StreetWest Chester, PA 19380610-431-5199 (Phone)chelsea.zavilla@pennmedicine.upenn.edu",W-9382,"August 04, 2022"
400,Residency,PGY1,Pharmacy,,,Other,,"The Butler VA Health Care System provides a well-balanced residency experience. Upon completion of core rotations residents can choose to focus electives in a range of practice areas and focuses. Core rotations include team based primary care (PACT), long-term care/antimicrobial stewardship, and home based primary care (HBPC), with longitudinal experiences in pharmacy practice through staffing, practice management, and a major project. Elective experiences may include advanced ambulatory care/primary care, advanced antimicrobial stewardship, advanced long-term care, behavioral health/academic detailing, pain management, and substance use disorder/domiciliary, anticoagulation management and others depending on interests and needs. The rotation schedule is flexible allowing residents to tailor the program to meet their educational goals.",,,"Brandi Lumley, PharmD, BCPS",Butler VA Health Care System,1,"June 20, 2023",$0.00,2,,Northeast,,16,,,,"Brandi Lumley, PharmD, BCPSButler VA Health Care System353 N Duffy RoadButler, PA 16001878-271-6526 (Phone)Brandi.Lumley2@va.gov","Brandi Lumley, PharmD, BCPSButler VA Health Care System353 N Duffy RoadButler, PA 16001878-271-6526 (Phone)Brandi.Lumley2@va.gov",W-9386,"September 12, 2022"
401,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY1 pharmacy residency at UPMC Mercy provides training in health-system pharmacy, with the major emphasis on clinical pharmacy practice and the education and training of future pharmacists.  Residents gain experience providing a wide range of pharmacotherapy and educational services to patients and health care practitioners.  Residents participate in drug formulary evaluations, medication safety strategies, hospital pharmacy practice, and are members of hospital and system wide multidisciplinary initiatives. 
 
A research project is required and there are opportunities to develop teaching skills at the university level through the Mastery of Teaching certificate program. 
 
At UPMC Mercy, preceptors strive to provide a challenging, yet collegial, environment designed to meet the training and career goals of each resident.",,,Taylor Miller,UPMC Mercy,1,"July 01, 2023","$48,818.00",5,1,Northeast,,50,http://www.pharmacy.pitt.edu/programs/residency/upmc_mercy.php,,,"Taylor MillerUPMC Mercy1400 Locust StreetPittsburgh, PA 15219412 232 4213 (Phone)millertj4@upmc.edu ","Taylor MillerUPMC Mercy1400 Locust StreetPittsburgh, PA 15219412 232 4213 (Phone)millertj4@upmc.edu ",W-8303,"July 21, 2022"
