,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
91,Fellowship,,,,,Other,,"This 2 year fellowship is offered in conjunction with Rutgers, The State University of New Jersey, Ernest Mario School of Pharmacy and phactMI.  phactMI, a 501 (c)(6) corporation, is a collaboration of pharmaceutical company Medical Information (Ml) leaders that are dedicated to supporting healthcare professionals in their commitment to provide quality patient care.

The primary goal of the program is to offer advanced training in medical information based in the pharmaceutical industry and executive leadership and project management based with phactMI. The fellow will spend the first 6 months with phactMI project management, followed by two, 6 month rotations at 2 phactMI companies, and the last 6 months back with phactMI. Opportunities for teaching, research, medical writing, and administrative involvement are available.",,,Evelyn Hermes-DeSantis,phactMI,2,"July 01, 2022","$50,000.00",1,,Northeast,,,,,,"Evelyn Hermes-DeSantisphactMI223 W White Oak AveQueen Creek, AZ 851402155881585 (Phone)ehermesd@gmail.com","Evelyn Hermes-DeSantisphactMI223 W White Oak AveQueen Creek, AZ 851402155881585 (Phone)ehermesd@gmail.com",W-8043,"August 20, 2022"
92,Fellowship,,,,,College or University,,"The USC Pharmaceutical Industry Fellowship programs are designed to prepare postdoctoral scholars for rewarding careers in the pharmaceutical and biopharmaceutical industry. Fellows work with mentors to participate in activities that enhance the skills required to excel in their field. Selected graduate coursework in the regulatory sciences, the biopharmaceutical marketing, and the health care decision analysis program among others at the University of Southern California School of Pharmacy are part of the fellowship in addition to the training they receive at our industry partner sites.

Training opportunities available for doctoral candidates include the broad categories of, clinical development, clinical pharmacology, drug delivery systems, immunology, medical affairs, pharmaceutical sciences, portfolio strategy and others. ",,,Dr. William Gong ,University of Southern California,1,"July 01, 2023","$63,750.00",25,,Pacific,,,https://pharmacyschool.usc.edu/program/fellowship-programs/,,,"Dr. William Gong University of Southern California1985 Zonal Avenue Los Angeles, CA 90089(323) 442-2625 (Phone)wgong@usc.edu","Dr. William Gong University of Southern California1985 Zonal Avenue Los Angeles, CA 90089(323) 442-2625 (Phone)wgong@usc.edu",W-9549,"September 13, 2022"
93,Fellowship,,,,,College or University,,"The University of the Pacific Fellowship in Industry Program in partnership with Genentech aims to provide exceptional biopharmaceutical industry training for PharmD graduates. The goal of the program is to prepare fellows for a career in the pharmaceutical industry by focusing on developing technical, leadership and communication skills.

These two-year Clinical Science fellowship programs provides in-depth exposure to Early Clinical Development and understanding the basic principles of Clinical Research. The fellow will function as a Clinical Scientist and may support Medical Directors/senior-level Clinical Scientists on a diverse set of clinical development activities at Genentech in South San Francisco, California.",,,"Sachin Shah, PharmD, FACC, FAHA",University of the Pacific,2,"July 01, 2021","$50,000.00",2,2,,,,https://pharmacy.pacific.edu/pharmacy/fellowship/genentech,,,"Sachin Shah, PharmD, FACC, FAHAUniversity of the PacificThomas J Long Schools of Pharmacy3601 Pacific Avenue,Stockton, CA 95211707-423-3277 (Phone)pharmfip@pacific.edu","Sachin Shah, PharmD, FACC, FAHAUniversity of the PacificThomas J Long Schools of Pharmacy3601 Pacific Avenue,Stockton, CA 95211707-423-3277 (Phone)pharmfip@pacific.edu",W-7038,"August 16, 2021"
94,Fellowship,,,,,Other,,"The goal of this fellowship program is to provide pharmacists the knowledge, skills, and experience needed to enter and succeed in the medical communications and biopharmaceutical industries. The Fellow will work with experienced professionals to leverage his/her clinical training to develop a broad range of materials. While developing skills in the many facets of the medical communications industry, the Fellow will also develop and enhance his/her skills in accessing, analyzing, and responding to a wide range of drug information queries, and will also develop his/her teaching skills. These complementary skills will be developed through practice at Medical Knowledge Group (MKG), comprised of best-in-class medical communications, health care consulting, and data analytics companies and at LIU's College of Pharmacy.

 ",,,"Joseph Nathan, MS, PharmD",Arnold & Marie Schwartz College of Pharmacy and Health Sciences,1,"July 03, 2023","$50,000.00",1,,Northeast,,,http://www.liu.edu/pharmacy/MKG-fellowship,,,"Joseph Nathan, MS, PharmDArnold & Marie Schwartz College of Pharmacy and Health Sciences75 DeKalb AvenueRoom LLC 405Brooklyn, NY 11201(718)488-1251 (Phone)LIUPharmacy-MKG@liu.edu","Joseph Nathan, MS, PharmDArnold & Marie Schwartz College of Pharmacy and Health Sciences75 DeKalb AvenueRoom LLC 405Brooklyn, NY 11201(718)488-1251 (Phone)LIUPharmacy-MKG@liu.edu",W-7841,"September 13, 2022"
95,Fellowship,,,,,Other,,"The one-year postdoctoral fellowship will prepare the fellow to become a highly marketable professional in the field of dermocosmetics, which is defined as scientifically developed skincare recommended by health care professionals and distributed in health care outlets worldwide, including pharmacies, medi-spas and e-retailers. Our postdoctoral training offers an immersive introduction into the industry, including hands-on experience, network building and an industry-specific education. This experience may provide additional opportunities, such as precepting students  and teaching in the MUSC curriculum, creating/delivering seminars or earning additional certifications. The Fellowship is a collaboration between SkinCeuticals and MUSC with the fellow will directly work with SkinCeuticals 85% of the year.",,,"Shelby Kolo, PharmD",Medical University of South Carolina,1,"June 30, 2023","$51,000.00",1,,Southeast,,,https://pharmacy.musc.edu/academic-programs/pharmaceutical-industry-fellowships,,,"Shelby Kolo, PharmDMedical University of South Carolina280 Calhoun StreetMS 141Charleston, SC 29425(843) 792-8501 (Phone)kolo@musc.edu","Shelby Kolo, PharmDMedical University of South Carolina280 Calhoun StreetMS 141Charleston, SC 29425(843) 792-8501 (Phone)kolo@musc.edu",W-9516,"August 30, 2022"
96,Fellowship,,,,,College or University,,"The selected researchers could work on projects focused on the application of mathematical modeling to characterize the pharmacokinetic and pharmacodynamic properties of novel and current agents (ie. oncology, HIV agents, and/or pediatrics) in patients. Projects will involve pharmacokinetic analysis and reporting of results. The researcher may have the opportunity for coordinating the clinical aspects of these studies and working with co-investigators in the UNC Hospital system to accomplish these goals.",,,Jo Ellen Rodgers,"University of North Carolina at Chapel Hill, Eshelman School of Pharmacy",2,"July 01, 2023","$54,000.00",6,10,Southeast,,,http://pharmacy.unc.edu/programs/fellowships,https://go.unc.edu/esopDPET,,"Jo Ellen RodgersUniversity of North Carolina at Chapel Hill, Eshelman School of Pharmacy3215 Kerr Hall Campus Box 7569Chapel Hill, NC 275999199622249 (Phone)jerodgers@unc.edu","Jo Ellen RodgersUniversity of North Carolina at Chapel Hill, Eshelman School of Pharmacy3215 Kerr Hall Campus Box 7569Chapel Hill, NC 275999199622249 (Phone)jerodgers@unc.edu",W-9402,"August 16, 2022"
97,Fellowship,,,,,Academic Health System,,"This postgraduate research fellowship program is designed to develop and train an independent researcher in conducting pharmacy-practice based research with a focus on anticoagulation therapy outcomes. The fellow will receive training in grant writing, protocol development/preparation, study design, IRB approval, outcomes research methodology, statistical analysis, manuscript development, and research presentation. Project opportunities include prospective, multicenter clinical trials, retrospective observational studies, and structured review research. Clinical practice experience is also incorporated through weekly staffing within the Thrombosis Service. Teaching components of the fellowship are fulfilled through covering lecture materials and mentoring of PharmD students for project development courses and anticoagulation electives.",,,Daniel M. Witt,"University of Utah College of Pharmacy, Department of Pharmacotherapy",2,"July 03, 2023","$54,000.00",1,3,Rocky Mountain,24,32,https://pharmacy.utah.edu/pharmacotherapy/fellowships/clinical-anticoagulation-research-fellowship,,,"Daniel M. WittUniversity of Utah College of Pharmacy, Department of Pharmacotherapy30 South 2000 EastSalt Lake City, UT 84112(801) 581-8851 (Phone)dan.witt@pharm.utah.edu","Daniel M. WittUniversity of Utah College of Pharmacy, Department of Pharmacotherapy30 South 2000 EastSalt Lake City, UT 84112(801) 581-8851 (Phone)dan.witt@pharm.utah.edu",W-8152,"July 20, 2022"
98,Fellowship,,,,,College or University,,"The UB SPPS, in conjunction with the New York State Department of Health, Office of Health Insurance Programs is pleased to offer a 2-year fellowship in pharmacy informatics, population health management and data analytics.  The fellow will gain clinical and operational experience with various aspects of population-based health management for NY Medicaid members. Opportunities will be available to audit 1 course per semester and complete a teaching certificate program. The fellow will conduct 1 or more research project focusing on epidemiology and informatics-driven areas using NYS Medicaid database or other data sources. Successful completion of this fellowship will enable the fellow to practice in a variety of settings, including academics, pharmaceutical industry, government agencies, and managed care.",,,"Edward M. Bednarczyk, PharmD","University at Buffalo, SUNY (UBSPPS)",2,"July 03, 2023","$42,500.00",1,7,Northeast,,,https://pharmacy.buffalo.edu/research/research-centers/pharmacy-practice-research-centers/center-for-hope.html,,,"Edward M. Bednarczyk, PharmDUniversity at Buffalo, SUNY (UBSPPS)Department of Pharmacy Practice320 Abbott HallBuffalo, NY 14214(716) 645-4805 (Phone)eb@buffalo.edu","Edward M. Bednarczyk, PharmDUniversity at Buffalo, SUNY (UBSPPS)Department of Pharmacy Practice320 Abbott HallBuffalo, NY 14214(716) 645-4805 (Phone)eb@buffalo.edu",W-4554,"August 25, 2022"
99,Fellowship,,,,,Academic Health System,,"This fellowship position is offered by Omnicell in partnership with and housed at Vanderbilt University Medical Center in Nashville, Tennessee. The duration is 2 years, starting July 1, 2022. This position includes participating in Vanderbilt University School of Medicine’s Master of Science in Applied Clinical Informatics (MSACI). The fellowship will provide the training and experience needed to compete successfully for positions in hospital pharmacy or across the medication management industry.
Purpose:
•	Develop skills to support the development of automation technology to support the many facets of the medication use system 
•	Discover and meet frontline user functionality needs
•	Development of KPIs
•	Development of future product enhancements in conjunction with VUMC/Omnicell 
•	Support the Autonomous Pharmacy Advisory Board",,,David N Berkowitz,Vanderbilt University Medical Center,2,"July 01, 2022","$40,000.00",1,,Southeast,,,,,,"David N BerkowitzVanderbilt University Medical Center1211 Medical Center DrNashville, TN 372326173063407 (Phone)david.berkowitz@omnicell.com","David N BerkowitzVanderbilt University Medical Center1211 Medical Center DrNashville, TN 372326173063407 (Phone)david.berkowitz@omnicell.com",W-7982,"August 18, 2021"
100,Fellowship,,,,,College or University,,"The objective of the Clinical Pharmacy Translational Science (CPTS) Post-Doctoral Fellowship is to provide focused, mentored experiential research training to post-graduates (PhDs) with prior research experience and an interest in academic or research careers. We offer a formalized 2-year curriculum of 75% time conducting mentored research, a departmental seminar series, and teaching within our PharmD curriculum. Trainees in health services research focus on outcomes and safety related to medication use, pharmacy systems, and technology innovations. 

To apply for the CPTS Fellowship Program you must identify an advisor from our research-focused faculty. You should reach out directly to potential advisors to determine whether they are accepting fellowship applications. Then, your application is sent to the department. ",,,Karen Farris,University of Michigan College of Pharmacy,2,"July 01, 2023","$56,000.00",2,12,Midwest,,,https://pharmacy.umich.edu/cp/cpts_fellowship_program,,@UMichPharmacy,"Karen FarrisUniversity of Michigan College of Pharmacy428 Church StreetAnn Arbor, MI 481037345466634 (Phone)UMCPTSFellow@umich.edu","Karen FarrisUniversity of Michigan College of Pharmacy428 Church StreetAnn Arbor, MI 481037345466634 (Phone)UMCPTSFellow@umich.edu",W-9448,"August 26, 2022"
101,Fellowship,,,,,College or University,,"The University of North Carolina Eshelman School of Pharmacy and AESARA are currently recruiting for a two-year Market Access and Health Informatics fellowship. The fellows will split their time between UNC and AESARA, learning informatics and health economics and outcomes research principals from actively participating in academic research studies as well as a variety of market access projects for pharmaceutical industry clients. The fellows will also have the opportunity to complete an MS in Biomedical and Health Informatics from UNC. 

All interested candidates with some HEOR, market access, informatics, or P&T/managed care experience are encouraged to apply for an interview by October 24th. More information can be found in the attached brochure and on the AESARA website. Please feel free to reach out with any questions!
",,,Dan Gratie,AESARA,2,"July 01, 2022",,2,,Southeast,,,https://aesara.com/aesara-unc-market-access-and-health-informatics-fellowship/,,,"Dan GratieAESARAPO Box 4266Chapel Hill, NC 27599 (Phone)dan@aesara.com","Dan GratieAESARAPO Box 4266Chapel Hill, NC 27599 (Phone)dan@aesara.com",W-7784,"September 11, 2021"
102,Fellowship,,,,,Other,,"The PQA Postdoctoral Executive Fellowship serves to produce the next generation of leaders in healthcare quality through a full-time, 12-month program based in the thriving Washington, D.C. metropolitan area. The Executive Fellow collaborates with a wide variety of stakeholders at a national level to impact the quality of care patients receive. The program’s foundation begins with the applicant’s interests to foster development of core skillsets in project management, quality metric design and implementation, non-profit administration and association management, healthcare quality research.

The Executive Fellow must hold a doctoral degree (PharmD or MD) within the United States (or plan to secure a doctoral degree within 6 months) from an accredited program.",,,"Amanda Ryan, PharmD, BCGP, CPHQ",Pharmacy Quality Alliance,1,"June 01, 2023",$0.00,1,1,Northeast,,,https://www.pqaalliance.org/executive-fellowship,,,"Amanda Ryan, PharmD, BCGP, CPHQPharmacy Quality Alliance5911 Kingstowne Village PkwySuite 130Alexandria, VA 22315703-347-7941 (Phone)Fellowship@PQAalliance.org","Amanda Ryan, PharmD, BCGP, CPHQPharmacy Quality Alliance5911 Kingstowne Village PkwySuite 130Alexandria, VA 22315703-347-7941 (Phone)Fellowship@PQAalliance.org",W-7679,"August 30, 2022"
103,Fellowship,,,,,Other,,"The Omnicell Medication Management and Analytics Fellowship is a one-year, post-doctoral experiential program based in Cranberry, PA. This fellowship is intended to provide experience for a Doctor of Pharmacy through apprenticeships in multifunctional, agile teams on real AI and analytics transformation projects. The fellowship is a deliberate learning journey that combines structured technical lessons (R, SQL) with hands on database project work and customer facing field work evaluating workflows, processes, and outcomes to help customers create solutions that analyze, optimize, forecast or customize. The fellow will gain the skills needed to pursue a career in data analytics, pharmacy informatics or pharmacy automation consulting.",,,David N Berkowitz,Omnicell,1,"July 01, 2022","$50,000.00",1,2,Northeast,,,,,,"David N BerkowitzOmnicell500 Cranberry WoodsCranberry TWP, MA 160666173063407 (Phone)david.berkowitz@omnicell.com","David N BerkowitzOmnicell500 Cranberry WoodsCranberry TWP, MA 160666173063407 (Phone)david.berkowitz@omnicell.com",W-7989,"August 19, 2021"
104,Fellowship,,,,,Other,,"The University of Findlay Telehealth Center (UFTHC) and Bon Secours Mercy Health (BSMH) Population Health Fellow is a one-year position, with a second-year option for qualified candidates. The Fellow will work remotely with patients at the UFTHC and BSMH locations within Ohio and Kentucky, providing population health services. The majority of the Fellow’s time will be spent working with BSMH population health specialists on projects specific to the institution’s needs, with the remainder of the time spent with UFTHC staff to gain an understanding of population health management and an expertise in developing, implementing and analyzing population health strategies. A research project, presentation, and teaching responsibilities are also expected. Candidates should possess excellent communication, supervisory, and organizational skills.",,,"Sothea Phon-Xue, PharmD, BS, RPh",Bon Secours Mercy Health and University of Findlay,1,"July 01, 2022","$42,000.00",1,,Midwest,,40,https://telehealthcenter.findlay.edu/,,,"Sothea Phon-Xue, PharmD, BS, RPhBon Secours Mercy Health and University of Findlay1000 N Main StFindlay, OH 45840419-434-5929 (Phone)phons@findlay.edu","Sothea Phon-Xue, PharmD, BS, RPhBon Secours Mercy Health and University of Findlay1000 N Main StFindlay, OH 45840419-434-5929 (Phone)phons@findlay.edu",W-7906,"July 27, 2021"
105,Fellowship,,,,,Other,,"The UNC Eshelman School of Pharmacy, in cooperation with GlaxoSmithKline, offers fellowships in Global Regulatory Affairs to provide training and experience in regulatory functions and requirements key to drug development. Designed to include rotations in academic/medical, pharmaceutical, and regulatory settings, the program provides real-world knowledge and experience developing regulatory practitioners prepared to be successful in the pharmaceutical industry.
Experiences include coursework at the UNC Eshelman School of Pharmacy and in-depth, hands-on training at GlaxoSmithKline. The potential opportunity exists to train in other regulatory venues (i.e., government, and non-profit organizations). 
For more information, see http://pharmacy.unc.edu/programs/fellowships
",,,"Jo Ellen Rodgers, Pharm.D., FCCP, BCPS",University of North Carolina at Chapel Hill,2,"July 01, 2023","$54,000.00",3,,Southeast,,,http://pharmacy.unc.edu/programs/fellowships,https://go.unc.edu/esopDPET,,"Jo Ellen Rodgers, Pharm.D., FCCP, BCPSUniversity of North Carolina at Chapel Hill3215 Kerr Hall CB#7569Chapel Hill, NC 27599919-962-2249 (Phone)jerodgers@unc.edu","Jo Ellen Rodgers, Pharm.D., FCCP, BCPSUniversity of North Carolina at Chapel Hill3215 Kerr Hall CB#7569Chapel Hill, NC 27599919-962-2249 (Phone)jerodgers@unc.edu",W-6294,"August 16, 2022"
106,Fellowship,,,,,Other,,"The Ohio Pharmacists Association (OPA) Executive Fellowship in Leadership and Association Management is a postgraduate training program. The Fellowship is an excellent experience to learn the core principles of association management. The Fellow will be trained in association governance, grassroots advocacy for the profession, leadership, membership development, professional affairs, continuing education development, communications, publication production, media relations, and event coordination.


The Purpose of the Executive Fellowship is to prepare individuals for leadership in a variety of settings in pharmacy and healthcare, and advance the role of pharmacists in the healthcare system. The Fellow will attend state and national pharmacy meetings and have the flexibility to tailor the experience to their interests.",,,Amy Bennet,The Ohio Pharmacists Association,1,"July 01, 2023","$45,000.00",1,,Midwest,,40,https://www.ohiopharmacists.org/aws/OPA/pt/sp/foundation,https://youtu.be/MPCCUUi3rbo,@OhioPharmacists,"Amy BennetThe Ohio Pharmacists Association2674 Federated BlvdColumbus, OH 43235(614) 389-3236 (Phone)abennett@ohiopharmacists.org ","Amy BennetThe Ohio Pharmacists Association2674 Federated BlvdColumbus, OH 43235(614) 389-3236 (Phone)abennett@ohiopharmacists.org ",W-7776,"September 08, 2022"
107,Fellowship,,,,,Academic Health System,,"Fellowship focused on development of independent and collaborative clinical research skills in adult liver, kidney, and pancreas transplantation.  Emphasis on development of clinical research applications including creating protocols, contract negotiations and funding, IRB/IND submissions, data collection/statistical analysis and manuscript writing.  Experience with a multidisciplinary, multi-specialty established clinical research program would be provided. Unique opportunities for extensive involvement in clinical and basic transplant research are available. Additional opportunities for exposure to other basic science/laboratory research exist, but are optional. Three fulltime PharmD faculty in solid organ transplant participate in your training.  Optional Masters Degree in Clinical Research available. Transplant Residency required. ",,,"Rita R. Alloway, PharmD, BCPS, FCCP",University of Cincinnati,1,"July 01, 2022","$55,000.00",1,1,Midwest,40,,,,,"Rita R. Alloway, PharmD, BCPS, FCCPUniversity of Cincinnati231 Albert Sabin Way, ML 585Medical Sciences Building, Room 6109Cincinnati, OH 45267-0585(513) 558-1568 (Phone)rita.alloway@uc.edu","Rita R. Alloway, PharmD, BCPS, FCCPUniversity of Cincinnati231 Albert Sabin Way, ML 585Medical Sciences Building, Room 6109Cincinnati, OH 45267-0585(513) 558-1568 (Phone)rita.alloway@uc.edu",W-4636,"August 16, 2021"
108,Fellowship,,,,,Academic Health System,,"This 24-month program will serve to educate and provide practical experiential training for the fellow in aspects of those subspecialties (emergency medicine, adult and pediatric care, clinical toxicology and poison information) necessary for the
development of expertise in diagnostic procedures, triage, initial and subsequent therapeutic management, and monitoring of the acutely ill patient; with emphasis on human toxic exposures. Thorough knowledge of emergent, urgent and critical care therapeutics and their relationship to toxicologic problems will allow the fellow to
discuss pathophysiologic entities and formulate therapeutic and monitoring protocols on a hands on, case-by-case basis. The curriculum will prepare the fellow
for successful completion of the American Board of Applied Toxicology certification exam.",,,"Dawn R. Sollee, PharmD, DABAT",Florida/USVI Poison Information Center-Jacksonville at UF Health Jacksonville,2,"July 01, 2023","$48,500.00",2,10,Southeast,20,20,https://floridapoisoncontrol.org/contact/employment/,,,"Dawn R. Sollee, PharmD, DABATFlorida/USVI Poison Information Center-Jacksonville at UF Health Jacksonville655 W. 8th Street, C-23Jacksonville, FL 32209904-244-4465 (Phone)SOLLEE@POISON.UFL.EDU","Dawn R. Sollee, PharmD, DABATFlorida/USVI Poison Information Center-Jacksonville at UF Health Jacksonville655 W. 8th Street, C-23Jacksonville, FL 32209904-244-4465 (Phone)SOLLEE@POISON.UFL.EDU",W-7712,"July 21, 2022"
109,Fellowship,,,,,Academic Health System,,"The Indiana Poison Center at Indiana University Health offers a two-year fellowship in clinical toxicology to provide the skills to function in a professional, administrative, and research capacity in a regional poison center, clinical toxicology service, and/or academic environment. The primary focus is management of poisoned patients. Fellows function as a member of the Medical Toxicology service & IPC team, participate in core rotations (critical care, emergency medicine, poison center), provide toxicology back-up to poison center clinical staff, and gain experience in teaching, precepting, clinical research, manuscript preparation, and poison center management to prepare for credentialing by the American Board of Applied Toxicology. Minimum requirements include a PharmD and completion of a PGY-1 residency.",,,Adam Overberg,Indiana University Health/Indiana Poison Center,2,"July 01, 2022","$48,000.00",1,,Midwest,,16,,,,"Adam OverbergIndiana University Health/Indiana Poison Center1701 N Senate AveIndianapolis, IN 46202317-962-0922 (Phone)aoverberg@iuhealth.org","Adam OverbergIndiana University Health/Indiana Poison Center1701 N Senate AveIndianapolis, IN 46202317-962-0922 (Phone)aoverberg@iuhealth.org",W-7345,"August 31, 2022"
110,Fellowship,,,,,Academic Health System,,"The University of Maryland Medical Center and the University of Maryland School of Pharmacy, in collaboration, offer programs which are 12 or 24 months in duration and are tailored to meet the individual needs and interests of trainees.
The programs provide innovative educational, research, and practice settings in which residents and fellows can gain the knowledge and skills they need to become successful practicing pharmacists and obtain competitive positions in their respective specialties. Program directors are leaders in pharmacy and dedicated to improving the quality of education all residents and fellows receive.
Our residency programs are either currently accredited by the American Society of Health-System Pharmacists, or are in candidate status.
",,,"Bruce Anderson, PharmD, DABAT, FACCT",University of Maryland,2,"July 01, 2023",,1,,Southeast,,,https://www.pharmacy.umaryland.edu/residentsfellows/programs/toxicology/,,,"Bruce Anderson, PharmD, DABAT, FACCTUniversity of Maryland20 N Pine StreetBaltimore, MD 21201   (Phone)banderso@rx.umaryland.edu","Bruce Anderson, PharmD, DABAT, FACCTUniversity of Maryland20 N Pine StreetBaltimore, MD 21201   (Phone)banderso@rx.umaryland.edu",W-7032,"August 17, 2022"
111,Fellowship,,,,,College or University,,"The University of Illinois at Chicago (UIC) College of Pharmacy’s Department of Pharmacy Practice is offering a two-year fellowship experience in the scholarship of teaching and family medicine to develop advanced competencies in clinical research as well as clinical practice.

Purpose:
Successful completion of the UIC Academic/Family Medicine Fellowship will enable the fellow to become a full-time faculty member and leader in the scholarship of teaching and learning within health professions education, training and clinical practice. 

Program Components include:
- Educational Research and Scholarship
- Teaching and Learning
- Professional Development
- Clinical Practice in Family Medicine
",,,"Jennie Jarrett, PharmD, BCPS, MMedEd, FCCP",University of Illinois at Chicago,2,"July 01, 2023","$52,000.00",2,30,Midwest,,,https://pharmacy.uic.edu/departments/pharmacy-practice/residency-fellowship-programs/fellowship-programs,,,"Jennie Jarrett, PharmD, BCPS, MMedEd, FCCPUniversity of Illinois at Chicago833 S. Wood St, MC 886Chicago, IL 606123129961098 (Phone)jarrett8@uic.edu","Jennie Jarrett, PharmD, BCPS, MMedEd, FCCPUniversity of Illinois at Chicago833 S. Wood St, MC 886Chicago, IL 606123129961098 (Phone)jarrett8@uic.edu",W-6925,"August 22, 2022"
112,Fellowship,,,,,College or University,,"The faculty in the department are seeking applications for post-doctoral fellows focused on T1/T2 research in critical care, lung metabolomics, PK, infectious diseases, and cardiology and cancer pharmacogenetics. The objective of this fellowship program is to provide advanced research training in Clinical Translational Pharmaceutical Sciences. Fellows will participate in a department-wide seminar aimed at scientific and professional development. Fellows will have 75% time dedicated to research with experience in ongoing research projects under the supervision of experienced mentors, with optional supplemental didactic course work. The fellow will have the opportunity to develop teaching skills. 

Applicants with a PhD degree or a PharmD (or other Professional Doctoral degree) with significant research experience are encouraged to apply.
",,,Karen Farris,University of Michigan,2,"July 01, 2023","$56,000.00",2,12,Midwest,,,https://pharmacy.umich.edu/cp/cpts_fellowship_program,,@UMichPharmacy,"Karen FarrisUniversity of Michigan428 Church StreetAnn Arbor, MI 48109734-763-6629 (Phone)UMCPTSFellow@umich.edu","Karen FarrisUniversity of Michigan428 Church StreetAnn Arbor, MI 48109734-763-6629 (Phone)UMCPTSFellow@umich.edu",W-6488,"August 26, 2022"
113,Fellowship,,,,,Other,,"Responsible for conducting research under the supervision of a research faculty member and functions as a technical or intellectual resource to the assigned work group. May assume responsibility for a specific topic within the faculty member’s research program. Will be able to provide direction around Implementation Science study design, theories, frameworks and methodology (including experience with analyses and reporting that are guided by and/or organized around theories/frameworks or require triangulation of data from multiple sources) and have demonstrated capabilities in program evaluation and mixed method studies. Work is typically performed in an office environment with the option to work remotely. ",,,Laney Jones,Geisinger,2,"July 03, 2023",$0.00,1,,Northeast,,,,,,"Laney JonesGeisinger100 N Academy AveDanville, PA 17822570-714-6644 (Phone)ljones14@geisinger.edu","Laney JonesGeisinger100 N Academy AveDanville, PA 17822570-714-6644 (Phone)ljones14@geisinger.edu",W-9474,"August 25, 2022"
114,,,,,,,,,,,,,,,,,,,,,,,,,,,
